"star_number":"STAR":"Distance (Lightyears)":"STAR TEMPERATURE":"Relative Mass":"RADIUS":"relative luminosity":"stellar type"
1007:"Gronholt":534.209:2619:0.2:0.15:0.08:"M|4|V"
2985:"Bremen":1131.231:2455:0.1:0.47:0.05:"M|8|V"
2758:"Willunga":480.221:2717:0.2:0.52:0.04:"M|5|V"
1749:"Montmarault":269.672:2602:0.4:0.25:0.04:"M|2|V"
2696:"Viroflay":596.98:3761:0.7:0.9:0.28:"K|3|V"
1124:"Hollabrunn":210.99:3050:0.4:0.69:0.01:"M|3|V"
1921:"Odell":268.784:2619:0.4:0.28:0.02:"M|2|V"
2130:"Reinbak":534.192:2552:0.1:0.31:0.04:"M|5|V"
665:"Darwendale":407.791:4585:0.5:0.71:0.28:"K|3|V"
1928:"Okains":361.02:2781:0.2:0.18:NA:"M|2|V"
1274:"Kafr Silim":311.453:2419:0.3:0.47:0.02:"M|8|V"
442:"Calish":484.63:2851:0.3:0.17:0.04:"M|3|V"
2717:"Wantorill":314.683:3971:0.6:0.79:0.2:"K|2|V"
1346:"Kievanur":162.242:2868:0.2:0.51:0.03:"M|4|V"
151:"Aodh":199.42:3782:0.8:0.9:0.55:"K|5|V"
992:"Grand Base":302.397:2714:0.2:0.17:0.05:"M|2|V"
3156:"Highwater":498.678:2406:0.3:0.57:0.04:"M|8|V"
506:"Cerberus":512.542:4466:0.8:0.83:0.33:"K|3|V"
1509:"Logres":363.213:4358:0.6:0.91:0.3:"K|3|V"
1454:"Land's End":518.428:3336:0.3:0.27:0.03:"M|2|V"
2315:"Shipka":136.617:2479:0.2:0.6:0.03:"M|5|V"
1082:"Helduza":588.518:2558:NA:0.51:0.06:"M|5|V"
2115:"Ramona":331.278:5811:0.8:1.04:0.89:"G|2|V"
216:"Autumn Wind":188.951:2563:0.3:0.23:0.02:"M|5|V"
1797:"Nara":416.671:4289:0.5:0.87:0.35:"K|2|V"
1:"A Place":298.999:NA:0.2:0.24:0.02:"M|4|V"
2681:"Vibrunum":531.858:2691:0.1:0.49:0.06:"M|1|V"
631:"Csomad":517.606:2780:0.4:0.57:0.08:"M|4|V"
510:"Ceuta":574.553:2992:0.1:0.59:0.04:"M|2|V"
1595:"Mansu-ri":271.308:3318:0.3:0.42:0.01:"M|2|V"
1090:"Helm":145.742:3737:0.7:0.83:0.23:"K|7|V"
3121:"Rim Worlds Republic Outpost #11":1635.14:2660:0.3:0.55:0.03:"M|1|V"
3101:"Karpathos":984.419:3086:NA:0.62:0.06:"M|3|V"
406:"Brownsville":30.482:3909:0.7:0.8:0.41:"K|0|V"
1660:"Meilen":227.712:2726:0.1:0.49:0.04:"M|3|V"
1522:"Lothario":509.453:3393:0.3:0.69:0.02:"M|2|V"
1504:"Lockdale":40.357:3136:0.4:0.39:0.04:"M|3|V"
1956:"Otho":192.944:2837:0.4:0.18:0.07:"M|5|V"
2173:"Rondon":727.218:2612:0.3:0.18:0.04:"M|2|V"
21:"Aconcagua":334.065:3977:0.5:0.71:0.55:"K|6|V"
1957:"Otisberg":502.292:2842:0.3:0.56:NA:"M|3|V"
519:"Chanute":464.329:2689:0.1:0.58:0.03:"M|1|V"
3034:"Suda Bay":978.854:2965:0.3:0.41:0.02:"M|3|V"
2974:"Castile":1288.895:5219:0.9:1.02:1.25:"G|5|V"
2769:"Wolcott":367.956:5552:1:0.98:0.83:"G|2|V"
258:"Barcelona":459.609:2933:0.2:0.42:0.05:"M|2|V"
1823:"New Crete":204.428:2713:0.2:0.55:0.02:"M|2|V"
1030:"Haerhbin":213.743:2462:0.1:0.37:0.06:"M|2|V"
1492:"Lindenmarle":436.198:2547:0.2:0.64:NA:"M|7|V"
2661:"Vard":362.643:3718:0.5:0.85:0.11:"K|7|V"
463:"Cap Rouge":331.598:2429:0.3:0.37:0.07:"M|8|V"
721:"Dirkel":533.914:2877:0.3:0.09:0.08:"M|1|V"
1097:"Hergazil":659.552:3238:0.2:0.53:0.02:"M|3|V"
282:"Beauvais":540.24:3481:0.3:0.28:0.02:"M|1|V"
2810:"Zalaf":442.444:5343:0.9:1.11:0.76:"G|2|V"
1264:"Jouques":238.909:2525:0.4:0.7:0.01:"M|6|V"
2044:"Point Barrow":385.425:2777:0.2:0.26:0.05:"M|1|V"
1191:"Inarcs":448.404:3879:0.8:0.8:0.14:"K|7|V"
1817:"New Bergen":403.412:5671:0.8:1.1:1.07:"G|2|V"
1229:"Jacson":363.683:3188:0.1:0.3:0.07:"M|2|V"
1294:"Karachi":380.368:2450:0.4:0.4:0.05:"M|8|V"
1632:"Mavegh":464.253:4409:0.5:0.83:0.44:"K|2|V"
2763:"Wing":76.01:2987:0.3:0.53:0.07:"M|2|V"
1677:"Menkent":44.641:4352:0.6:0.81:0.35:"K|5|V"
3162:"Peratallada":524.828:5711:1:1.05:1.02:"G|2|V"
1316:"Kazu":377.985:NA:0.1:0.44:0.07:"M|7|V"
320:"Bhaktapur":82.246:5051:0.8:0.94:0.29:"K|0|V"
313:"Beta Regulus":342.028:2474:0.1:0.31:0.01:"M|2|V"
395:"Brisbane":427.829:2756:NA:0.26:0.02:"M|5|V"
230:"Azur":700.449:4012:NA:0.96:0.35:"K|7|V"
2518:"Tetersen":249.455:2680:NA:0.3:0.06:"M|5|V"
1352:"Killbourn":14.06:3070:0.2:0.12:0.07:"M|2|V"
1474:"Leh":579.939:5306:0.8:0.98:1.47:"G|2|V"
2367:"Sodertalje":547.133:2985:0.2:0.57:0.06:"M|2|V"
2956:"Paxon":1880.977:2547:0.2:0.58:0.04:"M|1|V"
145:"Antallos":542.011:2901:0.2:0.37:0.07:"M|5|V"
1243:"Jeanette":429.198:3842:0.5:0.81:0.49:"K|3|V"
1725:"Mitchella":501.448:2518:0.3:0.14:0.01:"M|0|V"
57:"Alcor":80.104:2683:0.4:0.6:0.06:"M|5|V"
3126:"Able's Glory":553.461:3138:0.4:0.21:0.04:"M|1|V"
2432:"Sullivan":414.234:4857:0.5:0.78:0.44:"K|0|V"
3067:"Kebili":969.362:4532:0.6:0.85:0.34:"K|0|V"
1537:"Lushann":471.15:2963:0.3:0.09:0.02:"M|5|V"
1848:"New Samarkand":437.038:NA:0.2:0.61:0.03:"M|0|V"
1332:"Kern":404.238:2823:0.1:0.61:0.04:"M|4|V"
125:"Anatolia":513.542:2655:0.2:0.24:0.04:"M|2|V"
909:"Furillo":158.006:3908:0.5:0.7:0.08:"K|6|V"
1888:"Non Diz":397.259:2568:0.3:0.25:0.04:"M|3|V"
2028:"Pilkhua":208.949:4063:0.8:0.94:0.48:"K|2|V"
2566:"Torgvei":580.193:3958:0.7:0.71:0.24:"K|2|V"
462:"Canopus":421.522:2739:0.2:0.5:0.05:"M|3|V"
2324:"Shuen Wan":222.43:3960:0.7:0.86:NA:"K|2|V"
1768:"Mualang":282.634:5266:1:1.01:1.05:"G|4|V"
1107:"Hibuarius":412.56:2970:0.2:0.59:0.05:"M|2|V"
919:"Galax":309.773:2967:0.4:0.54:0.01:"M|5|V"
2522:"Teylingen":434.567:2767:0.4:0.13:0.02:"M|2|V"
2431:"Sulafat":190.491:2581:0.1:0.25:0.01:"M|5|V"
524:"Charleywood":276.572:3938:0.6:0.84:0.19:"K|7|V"
1404:"Kotzebue":377.656:5475:0.9:0.97:1.16:"G|2|V"
788:"Eleusis":380.379:4630:0.7:0.83:0.56:"K|0|V"
821:"Escobas":251.033:4065:0.5:0.96:0.43:"K|2|V"
2036:"Planting":368.636:5221:0.9:1.05:0.62:"G|5|V"
613:"Coventry":339.78:2756:0.4:0.13:0.02:"M|1|V"
733:"Doneval":198.973:5303:1:0.97:0.98:"G|2|V"
713:"Diefenbaker":394.875:4251:0.6:0.87:0.09:"K|2|V"
1221:"Itrom":452.235:4178:0.6:0.93:0.53:"K|3|V"
382:"Branzoll":271.234:3852:0.6:0.75:NA:"K|5|V"
1019:"Gunthar":385.132:3711:0.5:0.96:0.19:"K|7|V"
2561:"Tok Do":202.554:4850:0.6:0.8:0.27:"K|0|V"
635:"Curaumilla":351.204:3158:0.1:0.45:NA:"M|2|V"
209:"August":169.534:2818:0.3:0.48:0.07:"M|2|V"
1393:"Koniz":275.729:NA:0.2:0.69:0.07:"M|2|V"
2902:"Fronc":517.355:2512:0.3:0.59:0.02:"M|8|V"
1055:"Harlez":531.345:3915:0.8:0.81:0.58:"K|7|V"
1657:"Megiddo":613.31:2587:0.4:0.14:0.01:"M|3|V"
143:"Annunziata":431.715:2607:0.1:0.44:0.07:"M|3|V"
2888:"Carvajal":603.335:4392:0.7:0.72:0.48:"K|2|V"
2636:"Urich":429.763:2958:0.2:0.46:0.04:"M|5|V"
1410:"Krakatau":349.279:4161:0.8:0.78:0.46:"K|6|V"
1820:"New Canton":73.413:2593:0.1:0.1:0.03:"M|5|V"
1445:"Laiaka":114.298:4386:0.6:0.82:0.37:"K|4|V"
956:"Ginestra":197.259:5513:1:0.97:1.44:"G|2|V"
2724:"Wasat":58.11:3880:0.5:0.79:0.58:"K|1|V"
1388:"Kola":513.527:2432:NA:0.39:0.06:"M|2|V"
904:"Fronde":251.67:4321:0.5:0.73:0.42:"K|5|V"
3065:"Illizi":1037.204:2665:0.3:0.18:0.02:"M|5|V"
2004:"Pec":273.978:2786:0.1:0.08:0.08:"M|3|V"
2105:"Radostov":311.275:2748:0.3:0.55:0.03:"M|5|V"
1357:"Kinkaid":457.257:2472:0.1:0.49:0.02:"M|1|V"
1744:"Monistrol":201.714:2955:0.2:0.38:0.03:"M|2|V"
785:"Elbing":96.343:4617:0.5:0.81:0.09:"K|1|V"
3144:"Amnesty":431.486:5212:0.8:1.01:0.78:"G|4|V"
2219:"Saltural":256.829:3546:0.3:0.16:0.03:"M|1|V"
2078:"Prydain":365.823:3117:0.1:0.49:0.07:"M|1|V"
1623:"Matamoras":430.949:NA:0.3:0.39:0.06:"M|6|V"
2908:"Kettering":457.193:2716:0.4:0.54:0.06:"M|4|V"
1358:"Kirbyville":509.729:3993:0.6:0.88:0.22:"K|7|V"
1151:"Humansville":553.836:2463:0.3:0.18:0.04:"M|3|V"
1996:"Pattonsbrug":377.185:2623:0.2:0.29:0.06:"M|3|V"
1918:"Oceana":144.843:2913:0.3:0.36:0.02:"M|3|V"
96:"Alta Vista":506.799:4021:0.6:0.89:0.4:"K|3|V"
2391:"St. Ives":240.779:2591:0.4:0.23:0.01:"M|3|V"
2227:"Sanilac":158.705:3773:0.5:0.73:0.21:"K|3|V"
1724:"Mitchel":345.876:3970:0.8:0.82:0.13:"K|5|V"
2875:"Paulinus":544.507:2683:0.3:0.25:0.08:"M|4|V"
369:"Borgan's Rift":425.268:3856:0.5:0.95:0.46:"K|2|V"
2988:"Dorpat":1147.906:3711:0.6:0.83:0.29:"K|6|V"
2212:"Sakhara":278.677:2857:0.1:0.34:0.03:"M|3|V"
2658:"Vannes":573.324:2894:0.4:0.55:0.01:"M|5|V"
984:"Goth Khakar":412.712:3075:0.3:0.3:0.05:"M|3|V"
3036:"Transfer Facility 4":730.482:3436:0.2:0.39:0.02:"M|0|V"
1401:"Koskenkorva":520.55:4458:0.5:0.94:0.41:"K|3|V"
3052:"Heidrunn":1897.849:2655:0.3:0.66:0.05:"M|3|V"
341:"Blandinsville":230.347:3769:0.6:0.76:0.38:"K|6|V"
3043:"Waystation 531":1540.049:3274:0.3:0.47:0.06:"M|2|V"
117:"Amiga":185.564:4791:0.5:0.84:0.09:"K|0|V"
2986:"Bruges":1185.39:2489:0.3:0.65:0.06:"M|0|V"
1351:"Killarney":450.86:NA:0.6:0.81:0.25:"K|6|V"
2761:"Windsor":390.421:4744:0.6:0.86:0.47:"K|2|V"
1017:"Guldra":475.138:5448:0.8:1.13:1.2:"G|4|V"
1897:"Nouasseur":438.41:2694:0.2:0.43:0.05:"M|4|V"
1906:"Nuelson Minor":386.094:5661:0.9:1.04:1.28:"G|2|V"
2038:"Pleiades Cluster":385.94:3896:0.7:0.87:0.1:"K|7|V"
1110:"Hildaman":192.933:3137:0.3:0.15:0.06:"M|2|V"
159:"Apsalar":575.065:4040:0.5:0.77:0.27:"K|1|V"
2258:"Schererville":350.463:2813:0.4:0.42:0.06:"M|2|V"
370:"Borghese":224.961:2611:0.3:0.68:0.06:"M|5|V"
2715:"Wallacia":270.573:3830:0.8:0.83:0.2:"K|7|V"
354:"Bodnath":303.338:2876:0.2:0.5:0.06:"M|5|V"
831:"Eutin":268.678:NA:0.3:0.48:0.04:"M|3|V"
2606:"Turtle Bay":429.02:2659:0.4:0.2:0.05:"M|3|V"
2195:"Rypful":625.123:5536:1:1.05:1.2:"G|4|V"
298:"Belluevue":79.895:3509:0.3:0.55:0.01:"M|1|V"
2796:"Yed Posterior":127.059:2403:0.4:0.63:0.02:"M|5|V"
1038:"Halgrim":644.72:4980:0.5:0.85:0.35:"K|0|V"
914:"Gacrux":87.165:5224:1:1.11:0.76:"G|3|V"
2242:"Sarmaxa":171.838:4107:0.5:0.75:0.48:"K|2|V"
1326:"Kenilworth":584.375:3081:0.4:0.6:0.08:"M|0|V"
2305:"Sherwood":576.109:3229:0.4:0.52:0.08:"M|1|V"
1363:"Kirklin":286.449:3932:0.6:0.79:0.24:"K|5|V"
87:"Alpha Eridani":83.787:3783:0.6:0.78:0.2:"K|3|V"
391:"Brighton":215.403:4697:0.6:0.84:0.13:"K|3|V"
1099:"Herndon":401.596:2524:0.1:0.29:0.03:"M|4|V"
1813:"New Ålborg":461.406:5003:0.8:0.95:0.17:"K|1|V"
110:"Alya":100.16:2498:0.4:0.11:0.02:"M|0|V"
762:"Eagle Rest":601.671:2681:0.4:0.25:0.05:"M|5|V"
85:"Gamma Sagittarius":116.052:4253:0.8:0.86:0.51:"K|5|V"
7:"Abejorral":325.319:2475:0.3:0.52:0.02:"M|6|V"
3094:"The Swan's Eye":889.671:2788:0.3:0.38:0.03:"M|4|V"
2903:"Gant":555.882:2440:0.1:0.24:0.04:"M|6|V"
274:"Batavia":208.581:3223:0.2:0.26:0.04:"M|3|V"
3118:"Mizdargh":1397.117:3744:0.6:0.75:0.5:"K|5|V"
545:"Chisholm":50.997:3268:0.1:0.68:NA:"M|2|V"
1054:"Hardcore":513.072:2541:0.2:0.21:0.04:"M|2|V"
793:"Ellijay":334.123:3359:NA:0.37:0.05:"M|1|V"
2475:"Tamarind":281.545:3286:0.1:0.07:0.06:"M|2|V"
3131:"Carcri":710.395:5563:0.8:0.99:0.88:"G|2|V"
3000:"Lübeck":1078.732:2853:0.4:0.35:0.06:"M|1|V"
2503:"Tazaraki":319.649:NA:0.3:0.62:0.06:"M|5|V"
2856:"Addhara":531.91:5432:1:0.97:1.49:"G|2|V"
2154:"Ridgebrook":377.737:4295:0.8:0.96:0.47:"K|3|V"
803:"Enders Cluster":452.549:2440:0.4:0.4:0.02:"M|5|V"
2300:"Sheliak":297.041:2490:0.3:0.37:0.05:"M|6|V"
1697:"Mickleover":594.626:3885:0.5:0.94:0.45:"K|0|V"
2793:"Yangtze":87.323:5429:0.9:0.97:1.01:"G|5|V"
3113:"Interstellar Expeditions Base #22":1900.682:2665:0.4:0.51:0.03:"M|2|V"
1676:"Menke":343.107:4121:0.5:0.94:0.53:"K|5|V"
1051:"Hanseta":454.858:2887:0.4:0.18:0.04:"M|2|V"
2698:"Vixen":487.646:2676:0.2:0.7:0.04:"M|3|V"
1929:"Okaya":115.363:4461:0.8:0.78:0.49:"K|2|V"
66:"Alfirk":743.454:5403:0.9:0.99:0.83:"G|2|V"
1939:"Oliver":32.57:2490:0.4:0.41:0.04:"M|5|V"
3096:"Belgae":978.662:2943:0.3:0.67:0.05:"M|1|V"
2582:"Tresspass":589.45:3777:0.7:0.96:0.23:"K|0|V"
1652:"Medron":439.319:NA:0.1:0.61:0.03:"M|3|V"
427:"Cadela":578.645:3718:0.7:0.91:0.14:"K|5|V"
2395:"Staffin":207.096:2722:0.1:0.48:0.06:"M|6|V"
3078:"Drachenfeld":1187.328:5702:1:1.03:1.21:"G|2|V"
3066:"Kapoeta":1029.174:2550:0.4:0.69:0.01:"M|6|V"
244:"Ballad":537.639:5507:0.9:1.05:1.19:"G|4|V"
515:"Chalouba":311.958:4038:0.8:0.74:NA:"K|5|V"
2570:"Toten":575.543:2607:0.1:0.34:0.01:"M|2|V"
2356:"Skye":76.743:2674:0.2:0.11:0.07:"M|1|V"
2440:"Surcin":217.445:2961:0.3:0.34:0.02:"M|4|V"
2107:"Raetia":625.433:2503:0.4:0.68:0.03:"M|1|V"
416:"Buena":402.015:2958:0.4:0.28:0.06:"M|4|V"
2976:"Galicia":1322.66:2629:0.3:0.1:0.02:"M|5|V"
599:"Corfu":328.473:3231:0.3:0.48:0.06:"M|1|V"
673:"Declan":363.446:2799:0.4:0.66:0.04:"M|5|V"
169:"Ares":198.423:2618:0.4:0.43:0.01:"M|1|V"
2087:"Qualip":202.732:2778:0.3:0.15:0.02:"M|5|V"
124:"Anaheim":432.199:3344:0.1:0.09:0.05:"M|2|V"
1816:"New Avalon":288.627:3910:0.6:0.83:0.32:"K|5|V"
195:"Aspropirgos":398.767:2463:0.1:0.47:0.02:"M|1|V"
3003:"Riga":1218.727:2741:0.1:0.48:0.01:"M|1|V"
1429:"Kvistgard":365.517:2997:0.4:0.22:0.07:"M|1|V"
271:"Bastian":337.596:2495:0.1:0.57:0.07:"M|4|V"
1165:"Ibarra":311.713:4943:0.5:0.94:0.47:"K|1|V"
2102:"Qurayyat":462.046:NA:0.4:0.64:0.06:"M|3|V"
2247:"Sauk City":276.604:4559:0.6:0.79:0.25:"K|2|V"
873:"Finse":557.055:2408:0.3:0.12:0.04:"M|7|V"
1333:"Kervil":57.241:2712:NA:0.37:0.07:"M|5|V"
2169:"Rohinjan":358.106:2457:0.2:0.6:0.02:"M|7|V"
1775:"Murmansk":389.875:5231:0.9:1.14:0.6:"G|4|V"
2279:"Senftenberg":208.994:3272:0.4:0.66:0.05:"M|1|V"
2280:"Senorbi":376.698:2992:0.1:0.31:0.04:"M|1|V"
2264:"Schuyler":386.845:3562:NA:0.54:0.07:"M|0|V"
211:"Augustine":88.379:3769:0.6:0.73:0.45:"K|4|V"
1967:"Ozawa":84.824:4153:0.5:0.94:0.58:"K|2|V"
2547:"Timbuktu":472.691:3911:0.5:0.93:0.22:"K|1|V"
792:"Ellengurg":394.796:2691:0.4:0.37:0.07:"M|6|V"
2214:"Salardion":396.437:2528:0.1:0.14:0.02:"M|5|V"
2103:"Raballa":159.227:3286:0.4:0.32:0.06:"M|0|V"
311:"Beta":414.343:4406:0.6:0.92:0.3:"K|3|V"
2466:"Takata":474.361:2417:0.2:0.08:0.03:"M|3|V"
120:"Ammon":659.668:2475:0.1:0.27:0.02:"M|4|V"
3146:"Eliat":514.729:2583:0.1:0.48:0.08:"M|2|V"
2349:"Skaslien":292.371:2653:0.2:0.26:0.04:"M|7|V"
862:"Ferranil":418.481:4018:0.6:0.77:0.54:"K|3|V"
2435:"Summit":239.97:5313:0.8:1.07:1:"G|2|V"
1582:"Mandaoaaru":433.144:2894:0.3:0.36:0.07:"M|4|V"
3011:"Haublan":614.137:NA:0.8:0.97:0.74:"G|2|V"
2101:"Quittacas":270.647:3874:0.7:0.9:0.58:"K|7|V"
869:"Filtvelt":538.182:4163:0.5:0.9:0.23:"K|6|V"
2131:"Reinhardstein":222.018:NA:0.8:0.77:0.25:"K|6|V"
1499:"Lipton":34.466:3218:0.2:0.07:0.03:"M|2|V"
3088:"Shady Palms":818.474:2915:0.3:0.19:0.04:"M|2|V"
2403:"Steeles":324.294:5420:0.9:1.05:0.6:"G|4|V"
2603:"Turkalia":304.931:2574:0.3:0.54:0.02:"M|4|V"
935:"Gannett":176.158:4423:0.7:0.82:0.31:"K|3|V"
2132:"Reisling's Planet":193.365:5603:0.9:1.02:1.03:"G|3|V"
1794:"Nam Dinh":260.125:2418:0.2:0.64:0.05:"M|3|V"
974:"Goetville":371.411:2854:0.3:0.64:0.01:"M|5|V"
3085:"Rim Worlds Republic Outpost #4":1773.572:4006:0.6:0.8:0.44:"K|7|V"
1094:"Herat":272.99:2729:0.3:0.39:0.05:"M|0|V"
870:"Fincastle":361.983:3310:0.4:0.28:0.08:"M|1|V"
174:"Arkab":215.16:2696:0.3:0.58:0.04:"M|3|V"
1301:"Kashilla":201.159:5659:1:0.99:1.46:"G|2|V"
2947:"Hoard":1880.135:2527:0.4:0.29:0.08:"M|3|V"
1689:"Merton":411.152:2406:0.2:0.23:0.05:"M|6|V"
1026:"Haappajarvi":277.073:3913:0.5:0.71:0.36:"K|7|V"
1737:"Mohács":323.03:3031:0.3:0.45:0.04:"M|3|V"
3155:"Don't":490.611:2815:0.2:0.41:0.05:"M|6|V"
1693:"Mezzana":367.429:4762:0.7:0.8:0.37:"K|0|V"
394:"Brinton":432.987:2740:0.1:0.12:0.03:"M|4|V"
1114:"Hindmarsh":334.723:2499:0.2:0.07:0.03:"M|3|V"
1552:"Macintosh":445.81:5342:0.8:1.12:1.29:"G|4|V"
2210:"Sakhalin":154.566:5566:1:1.1:0.93:"G|4|V"
4:"Abagnar":493.649:5519:0.8:1.1:0.94:"G|4|V"
1487:"Lhasa":188.792:5400:1:1.12:1.16:"G|2|V"
1084:"Heliat":501.374:3774:0.5:0.86:0.25:"K|5|V"
2259:"Scheuerheck":360.357:2478:0.2:0.55:0.05:"M|5|V"
402:"Broken Wheel":561.755:4059:0.8:0.83:0.14:"K|5|V"
832:"Evansville":295.871:3850:0.6:0.8:0.27:"K|5|V"
592:"Coopertown":546.037:5321:0.8:1.15:1.42:"G|4|V"
896:"Fortymile":288.82:2888:0.4:0.22:0.07:"M|3|V"
22:"Acrux":354.376:5318:1:1.06:0.64:"G|5|V"
2271:"Segerica":407.856:2798:0.3:0.24:0.04:"M|4|V"
474:"Caria":201.292:2479:0.4:0.26:0.04:"M|5|V"
73:"Alioth":60.559:2798:0.2:0.69:0.07:"M|3|V"
2437:"Sun Prairie":326.464:2484:0.2:0.34:0.06:"M|3|V"
15:"Acamar":55.235:3984:0.6:0.89:0.55:"K|7|V"
505:"Ceram":546.033:2816:0.3:0.14:0.07:"M|2|V"
2164:"Rochester":226.969:4154:0.5:0.76:0.16:"K|3|V"
1598:"Mao":579.089:2450:0.1:0.46:0.04:"M|2|V"
1424:"Kurhah":118.435:2844:0.2:0.41:0.04:"M|3|V"
219:"Avigait":314.788:2728:0.4:0.22:0.07:"M|5|V"
182:"Arnaudville":584.809:2631:0.2:0.62:0.02:"M|2|V"
728:"Domain":250.282:4063:0.8:0.78:0.23:"K|5|V"
264:"Baruun Urt":260.121:4500:0.6:0.73:0.22:"K|0|V"
606:"Corydon":220.061:2949:0.3:0.23:0.01:"M|2|V"
275:"Battaraigi":532.323:5548:0.8:1.04:0.8:"G|5|V"
2654:"Van Diemen":53.046:3904:0.7:0.91:0.52:"K|6|V"
871:"Findal":584.066:NA:0.2:0.66:0.07:"M|2|V"
567:"Clinton":174.483:2562:0.3:0.1:0.03:"M|3|V"
1468:"Laurieston":141.779:2754:0.2:0.63:0.05:"M|4|V"
853:"Farwell":161.619:2890:0.3:0.09:0.07:"M|1|V"
1209:"Irian":73.114:2863:NA:0.12:0.01:"M|2|V"
